Product Name,Price,Discount,Rate,Category,Company,Product Page
غطاء حماية سيليكون ناعم غير قابل للانزلاق لجهاز PS5,350.00 جنيه,No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/soft-silicone-anti-slip-protective-case-for-ps5-generic-mpg3800373.html
حافظة حماية مضادة للانزلاق من السيليكون الناعم لجهاز PS5,400.00 جنيه,No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/generic-soft-silicone-anti-slip-protective-case-for-ps5-49280133.html
Nintendo بوكيمون شيلد - نينتندو سويتش,"3,030.00 جنيه",No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/nintendo-pokemon-shield-nintendoswitch-133433154.html
غطاء وحدة التحكم لجهاز PS5، 4 قطع، أسود,220.00 جنيه,No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/controller-cover-for-ps5-controller-4-piece-black-generic-mpg2230959.html
حافظة سيليكون عالية الجودة لجهاز التحكم Xbox Series X/S - أحمر,330.00 جنيه,No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/generic-silicone-protective-case-for-xbox-series-xs-controller-red-61742126.html
Sega SONIC X SHADOW GENERATIONS - PS5,"2,698.00 جنيه",10%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/sega-sonic-x-shadow-generations-ps5-133839630.html
UBISOFT Far Cry 6 - PS4,"1,475.00 جنيه",8%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/ubisoft-far-cry-6-ps4-133831038.html
غطاء سيليكوني لجهاز PS5 - أحمر,678.00 جنيه,31%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/generic-case-cover-for-ps5-console-red-131689096.html
2k NBA 2K25 - PS5,"2,588.00 جنيه",10%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/2k-nba-2k25-ps5-133836652.html
بطارية قابلة لإعادة الشحن بسعة 4800 مللي أمبير وكابل شاحن USB لجهاز Xbox 360,350.00 جنيه,No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/generic-4800mah-rechargeable-battery-usb-charger-cable-for-xbox-360-88013703.html
Outright Games لعبة جومانجي: النسخة العربية والإنجليزية - PS5,"1,419.00 جنيه",21%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/outright-games-jumanji-the-video-game-arabic-and-english-edition-ps5-133836194.html
غطاء سيليكون مطاطي لجهاز تحكم بلاي ستيشن 5,300.00 جنيه,No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/generic-silicone-cover-for-playstation-5-controller-48962612.html
UBISOFT أمير بلاد فارس: التاج المفقود-نينتندو سويتش,"2,475.00 جنيه",11%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/ubisoft-prince-of-persia-the-lost-crown-nintendo-switch-133831036.html
Sega ليجو ستار وورز: حكاية سكايووكر - نينتندو سويتش,"2,005.00 جنيه",13%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/sega-lego-star-wars-the-skywalker-saga-nintendo-switch-133825273.html
Sega ليكي أ دراغون: ياكوزا القراصنة في هاواي - PS5,"3,254.00 جنيه",8%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/sega-like-a-dragon-pirate-yakuza-in-hawaii-ps5-133836654.html
Sony Interactive Entertainment راتشيت وكلانك - عربي وإنجليزي - PS4,"1,115.00 جنيه",21%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/sony-interactive-entertainment-ratchet-clank-arabic-and-english-ps4-133828282.html
Nintendo لعبة نينتندو أوترايت غيمز باو باترول: غراند بري - نينتندو سويتش,"2,500.00 جنيه",No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/nintendo-outright-games-paw-patrol-grand-prix-nintendo-switch-118998994.html
Warner Bros. Interactive وورلد وور زد - PS4,"1,694.00 جنيه",15%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/warner-bros.-interactive-world-war-z-ps4-133839614.html
Square Enix لايف إز سترينج 2 - PS4,"1,909.00 جنيه",5%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/square-enix-life-is-strange-2-ps4-133831032.html
Square Enix حراس غالاكسي من مارفل - PS4,"1,584.00 جنيه",16%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/square-enix-marvels-guardians-of-the-galaxy-ps4-133839634.html
مجموعة استبدال وحدة التحكم لجهاز بلاي ستيشن 5,250.00 جنيه,No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/controller-replacement-kit-for-playstation-5-generic-mpg1737297.html
THQ Nordic ديزني إبيك ميكي: ريبرشد - PS5,"2,874.00 جنيه",9%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/thq-nordic-disney-epic-mickey-rebrushed-ps5-133839596.html
Warner Bros. Interactive لعبة وارنر بروس التفاعلية LEGO الهوبيت - بلاي ستيشن 4,"1,138.00 جنيه",21%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/warner-bros.-interactive-lego-the-hobbit-ps4-132255266.html
Nintendo نينتندو سوبر سماش بروس ألتيميت,"2,999.00 جنيه",No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/super-smash-bros.-ultimate-nintendo-mpg830994.html
غلاف بلاي ستيشن 4 للعبة PUBG,219.36 جنيه,No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/generic-ps4-pubg-skin-30353520.html
Nintendo أنيمال كروسينج: نيو هورايزونز-نينتندو سويتش,"2,979.00 جنيه",9%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/nintendo-animal-crossing-new-horizons-nintendo-switch-133831022.html
Warner Bros. Interactive وارنر براذرز إنترأكتيف: انتحار الفرقة - اقضِ على رابطة العدالة - بلاي ستيشن 5,"2,028.00 جنيه",13%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/warner-bros.-interactive-suicide-squad-kill-the-justice-league-ps5-132299880.html
قاعدة شحن لجهاز بلاي ستيشن 4، منفذ شحن سريع,470.00 جنيه,No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/generic-charging-dock-for-playstation-4-controller-fast-charging-port-68591186.html
Outright Games سلاحف النينجا المراهقين: المتحولون انطلقوا - نينتندو سويتش,"2,535.00 جنيه",7%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/outright-games-teenage-mutant-ninja-turtles-mutants-unleashed-nintendo-switch-133831025.html
Game Mill سلاحف النينجا المراهقون أركيد: غضب المسوخ - PS5,"2,255.00 جنيه",No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/game-mill-teenage-mutant-ninja-turtles-arcade-wrath-of-the-mutants-ps5-133849816.html
Game Mill أركيد سلاحف النينجا المراهقون المتحولون: غضب المتحولين - PS4,"2,145.00 جنيه",14%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/game-mill-teenage-mutant-ninja-turtles-arcade-wrath-of-the-mutants-ps4-133831855.html
Capcom Dead Rising Deluxe Remaster - PS5,"3,009.00 جنيه",12%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/capcom-dead-rising-deluxe-remaster-ps5-133833809.html
Bandai Namco Ace Combat 7: Skies Unknown - نينتندو سويتش,"2,675.00 جنيه",10%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/bandai-namco-ace-combat-7-skies-unknown-nintendo-switch-133828292.html
Sony Interactive Entertainment لوست سول أسيد - PS5,"3,479.00 جنيه",8%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/sony-interactive-entertainment-lost-soul-aside-ps5-133815839.html
Nintendo بوكيمون ليتس جو بيكاتشو-نينتندو سويتش,"3,145.00 جنيه",8%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/nintendo-pokemon-lets-go-pikachu-nintendo-switch-133831076.html
غطاء سيليكوني واقي لجهاز تحكم بلاي ستيشن 5 - أزرق,225.00 جنيه,No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/generic-protective-cover-for-playstation-5-controller-blue-68744882.html
Nintendo ياكوزا 0: النسخة الخاصة بالمخرج - سويتش 2,"3,369.00 جنيه",8%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/nintendo-yakuza-0-directors-cut-switch-2-133828283.html
بطارية قابلة لإعادة الشحن 4800 مللي أمبير وكابل شاحن USB لجهاز XBOX 360,305.00 جنيه,No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/generic-4800mah-rechargeable-battery-usb-charger-cable-for-xbox-360-52081221.html
مجموعة ملحقات وحدة التحكم PS5 - أسود,260.00 جنيه,No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/generic-ps5-gaming-controller-accessory-kit-extender-black-73763478.html
Warner Bros. Interactive لعبة فيديو فيلم LEGO 2 - PS4,"1,139.00 جنيه",12%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/warner-bros.-interactive-the-lego-movie-2-videogame-ps4-133831020.html
Warner Bros. Interactive ماد ماكس - PS4,"1,365.00 جنيه",17%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/warner-bros.-interactive-mad-max-ps4-133830613.html
مجموعة عصا التحكم المتوافقة مع وحدة تحكم بلاي ستيشن 4,110.00 جنيه,No discount,2 out of 5,video-games,Jumia,https://www.jumia.com.eg/ar/generic-joystick-set-compatible-with-playstation-4-controller-49280138.html
REAN Mini Jack 2 Mini Jack 1METER,350.00 جنيه,No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/generic-rean-mini-jack-2-mini-jack-1meter-133628925.html
غطاء سيليكون مطاطي لجهاز التحكم بلاي ستيشن 5,300.00 جنيه,No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/generic-silicone-cover-for-playstation-5-controller-blue-48962613.html
Nintendo ماريو تنس آيسز - سويتش,"3,119.00 جنيه",9%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/nintendo-mario-tennis-aces-switch-133828277.html
Sony Interactive Entertainment لعبة مارفل سبايدر مان - بالعربية والإنجليزية - بلاي ستيشن 4,"2,149.00 جنيه",No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/sony-interactive-entertainment-s-spider-man-arabic-and-english-ps4-45183005.html
EA Sports FC26 عربي وإنجليزي PS4,"3,631.50 جنيه",10%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/ea-sports-fc26-arabic-and-english-ps4-133847882.html
وحدة تحكم لاسلكية دوال شوك 3 - متوافقة مع PS1 وPS2 وPS3 - تقنية اهتزاز واقعية تمنحك شعورًا حقيقيًا بأحداث اللعبة مع استشعار حركة دقيق,459.00 جنيه,No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/generic-dualshock3-wireless-controller-compatible-with-ps1-ps2-ps3-immersive-gaming-experience-129933499.html
Dobe غطاء سيليكوني للذراع التحكم دوال شوك PS4 من دوبي - أزرق,242.10 جنيه,10%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/dobe-dobe-silicone-cover-case-for-ps4-dualshock-controller-blue-45385856.html
Kontrolfreek كونترول فريك FPS كونترول فريك باتل رويال - PS4 و PS5,259.00 جنيه,No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/kontrolfreek-fps-kontrol-freek-battle-royale-ps4-ps5-45385868.html
غطاء بديل لجهاز PS5 - اللون الوردي نوفا,"1,204.00 جنيه",20%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/generic-replacement-plate-cover-for-ps5-console-nova-pink-131440381.html
Point جهاز التحكم اللاسلكي الفردي من بوينت 7*1 - أسود,450.00 جنيه,10%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/point-wireless-single-game-pad-71-black-131671602.html
Point وحدة تحكم الألعاب اللاسلكية من بوينت 7*1 باللون الأحمر,450.00 جنيه,10%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/point-wireless-single-game-pad-71-red-131671576.html
Havit سماعة هافيت H2230U-WG (RGB) للألعاب,931.50 جنيه,10%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/havit-headphone-h2230u-wg-rgb-over-ear-gaming-headphones-129946794.html
Sony دراع بلايستيشن 4 - أسود,"4,036.50 جنيه",10%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/sony-dualshock-4-ps4-controller-black-45016389.html
Sony وحدة تحكم سوني دوال سينس لجهاز PS5 - أبيض,"4,351.50 جنيه",10%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/sony-sony-dualsense-ps5-controller-white-45702866.html
Sony وحدة تحكم DualSense PS5 - فضي,"5,305.00 جنيه",No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/sony-dualsense-ps5-controller-silver-133951293.html
THQ Nordic ديزني إيبيك ميكي: ريبرشد - نينتندو سويتش,"3,009.00 جنيه",9%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/thq-nordic-disney-epic-mickey-rebrushed-nintendo-switch-133828278.html
حافظة سيليكون ناعمة مضادة للانزلاق لجهاز PS5,250.00 جنيه,No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/generic-soft-silicone-anti-slip-protective-case-for-ps5-49250646.html
Warner Bros. Interactive LEGO Ninjago Movie-Nintendo Switch,"1,695.00 جنيه",43%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/warner-bros.-interactive-lego-ninjago-movie-nintendo-switch-133829070.html
Sega Sonic Superstars - نينتندو سويتش,"2,229.00 جنيه",12%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/sega-sonic-superstars-nintendo-switch-133824526.html
2K Games Marvel's Midnight Suns - Enhanced Edition - PS5,"1,918.00 جنيه",14%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/2k-games-marvels-midnight-suns-enhanced-edition-ps5-132349969.html
Sony Interactive Entertainment ذا نيوه كوليكشن -  بلاي ستيشن 5,"1,919.00 جنيه",No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/sony-interactive-entertainment-the-nioh-collection-for-playstation-5-ultimate-action-rpg-experience-46329194.html
Techland لعبة ديد لايت 2 - بلاي ستيشن 5,"2,099.00 جنيه",No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/techland-dying-light-2-stay-human-playstation-5-ar-26012999.html
Warner Bros. Interactive Suicide Squad: Kill The Justice League - PS5,"1,750.00 جنيه",No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/warner-bros.-interactive-suicide-squad-kill-the-justice-league-ps5-133551803.html
Square Enix لعبة سكوير إنكس فاينال فانتسي 16 - بلاي ستيشن 5,"2,588.00 جنيه",10%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/square-enix-final-fantasy-xvi-ps5-132302466.html
Nintendo Pokémon Scarlet - Switch,"3,250.00 جنيه",No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/nintendo-pokemon-scarlet-switch-133667594.html
Nintendo لعبة نينتندو أنيمال كروسنج نيو هورايزن - النسخة القياسية - نينتندو سويتش,"2,975.00 جنيه",No discount,1 out of 5,video-games,Jumia,https://www.jumia.com.eg/ar/animal-crossing-new-horizons-standard-edition-nintendo-switch-nintendo-mpg752101.html
Warner Bros. Interactive Mortal Kombat 1 - Nintendo Switch,"2,798.00 جنيه",No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/warner-bros.-interactive-mortal-kombat-1-nintendo-switch-133608602.html
Warner Bros. Interactive Gotham Knights - PS5,"1,558.00 جنيه",16%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/warner-bros.-interactive-gotham-knights-ps5-133572219.html
مجموعة ملحقات وحدة تحكم PS5 - أسود,250.00 جنيه,No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/generic-ps5-gaming-controller-accessory-kit-extender-black-68591114.html
حافظة سيليكون عالية الجودة لجهاز تحكم Xbox Series X/S - أحمر,300.00 جنيه,No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/generic-silicone-protective-case-for-xbox-series-xs-controller-red-48962609.html
UBISOFT لعبة يوبي سوفت Assassin's Creed Valhalla - PS4,"1,365.00 جنيه",7%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/ubisoft-assassins-creed-valhalla-ps4-132255269.html
شاحن مزدوج مع قاعدة شحن USB مع ضوء LED لجهاز التحكم بلاي ستيشن 4,300.00 جنيه,No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/generic-dual-charger-with-usb-charging-stand-with-led-light-for-playstation-4-controller-49280520.html
وحدة تحكم لاسلكية لجهاز بلاي ستيشن 3، زرقاء,440.00 جنيه,No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/wireless-controller-for-playstation-3-blue-generic-mpg1961362.html
غطاء حماية من السيليكون لذراع تحكم جهاز بلاي ستيشن 5،  (اسود),225.00 جنيه,No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/generic-silicone-cover-for-playstation-5-controller-set-of-8-covers-68687212.html
جلد بلاي ستيشن 4 سليم COD BO3 2,213.60 جنيه,No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/generic-4-slim-cod-bo3-2-skin-30353496.html
Warner Bros. Interactive وارنر بروس إنترأكتيف مورتال كومبات 11 - نينتندو سويتش,"2,999.00 جنيه",No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/mortal-kombat-11-nintendo-switch-nintendo-mpg885342.html
Square Enix لعبة سكوير إنكس لايف إز سترينج: ترو كولورز - بلاي ستيشن 5,"1,695.00 جنيه",No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/square-enix-life-is-strange-true-colors-ps5-48750157.html
غطاء سيليكون مطاطي لجهاز بلايستيشن 5,225.00 جنيه,No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/generic-silicone-cover-for-playstation-5-controller-68591119.html
Nintendo بوكيمون شاينينج بيرل - نيتنيدو سويتش,"3,149.00 جنيه",No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/nintendo-pokemon-shining-pearl-nintendo-switch-48868551.html
UBISOFT أساسن كريد فالهالا - بلايستيشن 4 - يوبisoft,"1,449.00 جنيه",No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/assassins-creed-valhalla-ps4-ubisoft-mpg3286188.html
غطاء سيليكوني ناعم مضاد للانزلاق لجهاز PS5,350.00 جنيه,No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/soft-silicone-anti-slip-protective-case-for-ps5-generic-mpg3798403.html
Dobe قاعدة شحن مزدوجة أدوبي لوحدات تحكم PS5 - بيضاء,854.00 جنيه,26%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/dobe-dobe-dual-charging-dock-for-ps5-controllers-white-131440376.html
طقم غطاء بديل بتصميم الفطر لجويستيك PS4 - 4 قطع,120.00 جنيه,No discount,5 out of 5,video-games,Jumia,https://www.jumia.com.eg/ar/generic-design-replacement-caps-set-for-ps4-joystick-4-pack-49280137.html
غطاء حماية من السيليكون لجهاز بلاي ستيشن بورتال - أزرق,735.00 جنيه,29%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/generic-portal-psp-silicone-protective-cover-blue-133037039.html
Warner Bros. Interactive لعبة فيلم الليغو 2 - بلاي ستيشن 4 من وارنر بروس,"1,100.00 جنيه",No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/warner-bros.-interactive-the-lego-movie-2-videogame-playstation-4-131931392.html
Bandai Namco Dragon Ball Z: Kakarot + A New Power Awakens Set - Nintendo Switch,"2,663.00 جنيه",No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/bandai-namco-dragon-ball-z-kakarot-a-new-power-awakens-set-nintendo-switch-133569213.html
"Fufu Squishy Cake Toy, Extra Large Squishy Cake, Tapa Toy, Squishy Toy Set for Stress Relief Biscuit Design, Super Soft Stress Relief Toy, 12cm (Black)",99.00 جنيه,No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/generic-fufu-squishy-cake-toy-extra-large-squishy-cake-tapa-toy-squishy-toy-set-for-stress-relief-biscuit-design-super-soft-stress-relief-toy-12cm-black-133622478.html
محول 2 لاعب لتشغيل وحدة تحكم PS2 على الكمبيوتر,200.00 جنيه,No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/generic-2-player-adapter-to-play-ps2-game-controller-on-computer-69105625.html
REAN Mini Jack 2 Phono 3Meter,575.00 جنيه,No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/generic-rean-mini-jack-2-phono-3meter-133628914.html
REAN Mini Jack 2 Phono 5Meter,635.00 جنيه,No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/generic-rean-mini-jack-2-phono-5meter-133628913.html
SPEEDLINK سماعة الألعاب SPEEDLINK QUYRE RGB 7.1، سوداء,"2,400.00 جنيه",No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/speedlink-quyre-rgb-7.1-gaming-headset-black-38562418.html
Meetion ماوس الألعاب السلكي RGB MT-GM20_2023 من ميتين – 12000 DPI، أسود,499.00 جنيه,No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/meetion-mt-gm202023-rgb-wired-gaming-mouse-12000-dpi-black-131402018.html
Sony Interactive Entertainment كنك 2 - PS4,"1,799.00 جنيه",10%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/sony-interactive-entertainment-knack-2-ps4-133832600.html
K18 pro LED Light Gaming,599.00 جنيه,25%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/generic-k18-pro-led-light-gaming-133939300.html
Nintendo ماريو ضد دونكي كونغ - سويتش,"2,999.00 جنيه",No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/nintendo-mario-vs-donkey-kong-switch-133941646.html
Sony Interactive Entertainment لعبة مارفل سبايدر مان - بالعربية والإنجليزية - بلاي ستيشن 4,"2,149.00 جنيه",No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/sony-interactive-entertainment-s-spider-man-arabic-and-english-ps4-45183005.html
EA Sports FC26 عربي وإنجليزي PS4,"3,631.50 جنيه",10%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/ea-sports-fc26-arabic-and-english-ps4-133847882.html
وحدة تحكم لاسلكية دوال شوك 3 - متوافقة مع PS1 وPS2 وPS3 - تقنية اهتزاز واقعية تمنحك شعورًا حقيقيًا بأحداث اللعبة مع استشعار حركة دقيق,459.00 جنيه,No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/generic-dualshock3-wireless-controller-compatible-with-ps1-ps2-ps3-immersive-gaming-experience-129933499.html
Dobe غطاء سيليكوني للذراع التحكم دوال شوك PS4 من دوبي - أزرق,242.10 جنيه,10%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/dobe-dobe-silicone-cover-case-for-ps4-dualshock-controller-blue-45385856.html
Kontrolfreek كونترول فريك FPS كونترول فريك باتل رويال - PS4 و PS5,259.00 جنيه,No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/kontrolfreek-fps-kontrol-freek-battle-royale-ps4-ps5-45385868.html
غطاء بديل لجهاز PS5 - اللون الوردي نوفا,"1,204.00 جنيه",20%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/generic-replacement-plate-cover-for-ps5-console-nova-pink-131440381.html
Point جهاز التحكم اللاسلكي الفردي من بوينت 7*1 - أسود,450.00 جنيه,10%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/point-wireless-single-game-pad-71-black-131671602.html
Point وحدة تحكم الألعاب اللاسلكية من بوينت 7*1 باللون الأحمر,450.00 جنيه,10%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/point-wireless-single-game-pad-71-red-131671576.html
Havit سماعة هافيت H2230U-WG (RGB) للألعاب,931.50 جنيه,10%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/havit-headphone-h2230u-wg-rgb-over-ear-gaming-headphones-129946794.html
Sony دراع بلايستيشن 4 - أسود,"4,036.50 جنيه",10%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/sony-dualshock-4-ps4-controller-black-45016389.html
Sony وحدة تحكم سوني دوال سينس لجهاز PS5 - أبيض,"4,351.50 جنيه",10%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/sony-sony-dualsense-ps5-controller-white-45702866.html
Sony وحدة تحكم DualSense PS5 - فضي,"5,305.00 جنيه",No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/sony-dualsense-ps5-controller-silver-133951293.html
Namco Bandai LEGO Brawls - Nintendo Switch,"2,454.00 جنيه",No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/namco-bandai-lego-brawls-nintendo-switch-133705915.html
Logitech لوجيتك جي درايفنج فورس شيفتر - أسود,"3,999.00 جنيه",30%,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/logitech-g-driving-force-shifter-black-69106073.html
UBISOFT ذا كرو موتورفيست - PS4,"1,999.00 جنيه",No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/ubisoft-the-crew-motorfest-ps4-133826102.html
Silicone Protective Skin Cover Case For Playstation PS4 Controller - Red,99.00 جنيه,No discount,4.4 out of 5,video-games,Jumia,https://www.jumia.com.eg/ar/silicone-protective-skin-cover-case-for-playstation-ps4-controller-red-generic-mpg167166.html
Thumb Stick Caps Covers - For Ps4/Ps3 - 4 Pcs,88.00 جنيه,No discount,4 out of 5,video-games,Jumia,https://www.jumia.com.eg/ar/thumb-stick-caps-covers-for-ps4ps3-4-pcs-generic-mpg112166.html
Silicone Protective Skin Cover For Playstation PS4 Controller - Red - 2 Pcs,175.00 جنيه,No discount,4.2 out of 5,video-games,Jumia,https://www.jumia.com.eg/ar/silicone-protective-skin-cover-for-playstation-ps4-controller-red-2-pcs-generic-mpg167167.html
Thumb Stick Grip - For Ps4/Xbox One - 4Pcs,70.00 جنيه,No discount,3.4 out of 5,video-games,Jumia,https://www.jumia.com.eg/ar/thumb-stick-grip-for-ps4xbox-one-4pcs-generic-mpg112169.html
4 اغطية لجهاز تحكم بلاي ستيشن 4 قبضة ابهام,255.00 جنيه,No discount,5 out of 5,video-games,Jumia,https://www.jumia.com.eg/ar/playstation-4-controller-thumb-grip-cover-4-pcs-generic-mpg167110.html
Bandai Namco ناروتو × بوروتو ألتيميت نينجا ستورم كونكشنز - PS5,"2,253.00 جنيه",No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/bandai-namco-naruto-x-boruto-ultimate-ninja-storm-connections-ps5-133968436.html
جلد بلاي ستيشن 4 - غاست مان,215.04 جنيه,No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/generic-4-ghost-man-skin-30353474.html
Nintendo نظام نينتندو سويتش لايت - تركواز,"8,999.00 جنيه",No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/nintendo-lite-turquoise-117520303.html
Ldnio شاحن سريع بقوة 45 واط بمنفذين,300.00 جنيه,No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/ldnio-45w-2-port-fast-charger-133964089.html
Hoco شاحن تحويل “AC19 Supporter” PD35W EU / US / UK / AU,"1,000.00 جنيه",No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/hoco-conversion-charger-ac19-supporter-pd35w-eu-us-uk-au-133964091.html
Nintendo لعبة نينتندو أنيمال كروسنج نيو هورايزن - نينتندو سويتش,"2,975.00 جنيه",No discount,Rate not found,video-games,Jumia,https://www.jumia.com.eg/ar/animal-crossing-new-horizons-nintendo-switch-nintendo-mpg812329.html
